lemma	pos	freq_ipm
убегать	v	17.1
челюсть	s	17.1
шепнуть	v	17.1
аукцион	s	17
благополучие	s	17
вопль	s	17
гражданство	s	17
дипломатический	a	17
катер	s	17
лагерный	a	17
опасение	s	17
перебирать	v	17
полноценный	a	17
полночь	s	17
прилавок	s	17
противостоять	v	17
прохладный	a	17
Руслан	s.PROP	17
скончаться	v	17
субъективный	a	17
чертеж	s	17
чистить	v	17
эмиграция	s	17
эшелон	s	17
аккуратный	a	16.9
возражение	s	16.9
интрига	s	16.9
квадрат	s	16.9
констатировать	v	16.9
легендарный	a	16.9
Лужков	s.PROP	16.9
людской	a	16.9
люсин	a	16.9
Маркс	s.PROP	16.9
обитатель	s	16.9
перехватить	v	16.9
пожить	v	16.9
порция	s	16.9
предельный	a	16.9
растерянно	adv	16.9
секция	s	16.9
старец	s	16.9
стукнуть	v	16.9
Толик	s.PROP	16.9
угодить	v	16.9
цыган	s	16.9
шерсть	s	16.9
ясность	s	16.9
Австралия	s.PROP	16.8
бывало	adv	16.8
вал	s	16.8
вмешаться	v	16.8
вытереть	v	16.8
грамота	s	16.8
девяносто	num	16.8
доброта	s	16.8
документация	s	16.8
единственно	adv	16.8
занятость	s	16.8
здравый	a	16.8
коляска	s	16.8
консерватория	s	16.8
Корея	s.PROP	16.8
насквозь	adv	16.8
обнаружиться	v	16.8
органический	a	16.8
очутиться	v	16.8
порошок	s	16.8
порядочный	a	16.8
преступность	s	16.8
прикладной	a	16.8
примитивный	a	16.8
размах	s	16.8
расстрел	s	16.8
растительный	a	16.8
рвануть	v	16.8
составление	s	16.8
труппа	s	16.8
уплата	s	16.8
фашист	s	16.8
Федорович	s.PROP	16.8
чайный	a	16.8
экономист	s	16.8
алмаз	s	16.7
влезть	v	16.7
возрастной	a	16.7
воровать	v	16.7
восхищаться	v	16.7
высказаться	v	16.7
Григорьевич	s.PROP	16.7
долгосрочный	a	16.7
замечательно	adv	16.7
изменяться	v	16.7
интервал	s	16.7
купе	s	16.7
литр	s	16.7
лысый	a	16.7
минус	s	16.7
обозначать	v	16.7
обряд	s	16.7
обслуживать	v	16.7
отныне	adv	16.7
переворот	s	16.7
поворачивать	v	16.7
поклониться	v	16.7
поляк	s	16.7
помереть	v	16.7
предчувствие	s	16.7
причинить	v	16.7
провинциальный	a	16.7
смертельный	a	16.7
тупик	s	16.7
упаковка	s	16.7
футбольный	a	16.7
хрупкий	a	16.7
экспозиция	s	16.7
выпивать	v	16.6
дернуть	v	16.6
дракон	s	16.6
ежегодный	a	16.6
жаждать	v	16.6
заехать	v	16.6
импорт	s	16.6
инфляция	s	16.6
колоссальный	a	16.6
мыло	s	16.6
налогообложение	s	16.6
недоверие	s	16.6
останавливать	v	16.6
отчаянно	adv	16.6
панель	s	16.6
подводить	v	16.6
разочарование	s	16.6
сколь	advpro	16.6
соединять	v	16.6
сюрприз	s	16.6
тропа	s	16.6
упираться	v	16.6
хвалить	v	16.6
беженец	s	16.5
Бродский	s.PROP	16.5
вероятный	a	16.5
в-третьих	adv	16.5
досада	s	16.5
древесина	s	16.5
запасной	a	16.5
издержки	s	16.5
коммуникация	s	16.5
любовница	s	16.5
модуль	s	16.5
нетерпение	s	16.5
обманывать	v	16.5
отразить	v	16.5
парадный	a	16.5
певица	s	16.5
питерский	a	16.5
подобие	s	16.5
поединок	s	16.5
прогрессивный	a	16.5
пятьсот	num	16.5
рельс	s	16.5
святитель	s	16.5
сжимать	v	16.5
участковый	s	16.5
яд	s	16.5
видимый	a	16.4
вмешиваться	v	16.4
внучка	s	16.4
горожанин	s	16.4
дилер	s	16.4
желающий	s	16.4
кое-как	advpro	16.4
кое-какой	apro	16.4
кооператив	s	16.4
кружиться	v	16.4
митинг	s	16.4
моделирование	s	16.4
наложить	v	16.4
обложка	s	16.4
обоснование	s	16.4
организованный	a	16.4
парадокс	s	16.4
пограничный	a	16.4
прописать	v	16.4
ресница	s	16.4
рождество	s	16.4
Станиславский	s.PROP	16.4
сугубо	adv	16.4
трижды	adv	16.4
удостоверение	s	16.4
улучшить	v	16.4
ухаживать	v	16.4
ферма	s	16.4
формально	adv	16.4
Васька	s.PROP	16.3
вице-премьер	s	16.3
временно	adv	16.3
Высоцкий	s.PROP	16.3
горка	s	16.3
горшок	s	16.3
декларация	s	16.3
декоративный	a	16.3
дизайнер	s	16.3
добровольный	a	16.3
добывать	v	16.3
дрогнуть	v	16.3
Елизавета	s.PROP	16.3
звенеть	v	16.3
каблук	s	16.3
кассета	s	16.3
латинский	a	16.3
микрофон	s	16.3
недовольство	s	16.3
недоступный	a	16.3
ниже	adv	16.3
оглядеться	v	16.3
ограничиваться	v	16.3
ожидаться	v	16.3
осмотр	s	16.3
отклонение	s	16.3
паника	s	16.3
Пермь	s.PROP	16.3
пирог	s	16.3
пожелание	s	16.3
познакомить	v	16.3
поистине	adv	16.3
походка	s	16.3
почерк	s	16.3
равенство	s	16.3
рекорд	s	16.3
сознавать	v	16.3
сталь	s	16.3
табак	s	16.3
тяга	s	16.3
чересчур	adv	16.3
шоу	s	16.3
вправду	adv	16.2
грузовой	a	16.2
заменять	v	16.2
запеть	v	16.2
зрительный	a	16.2
коза	s	16.2
монолог	s	16.2
небрежно	adv	16.2
ниша	s	16.2
овладеть	v	16.2
параллельный	a	16.2
побеждать	v	16.2
почка	s	16.2
предъявлять	v	16.2
препятствовать	v	16.2
пятерка	s	16.2
раскрывать	v	16.2
свод	s	16.2
смотреться	v	16.2
сознательный	a	16.2
страстный	a	16.2
тварь	s	16.2
увлекаться	v	16.2
умственный	a	16.2
бетонный	a	16.1
выдумать	v	16.1
Гамлет	s.PROP	16.1
душ	s	16.1
заготовка	s	16.1
залив	s	16.1
зло	adv	16.1
испуг	s	16.1
конвенция	s	16.1
МГУ	s.PROP	16.1
медсестра	s	16.1
мрак	s	16.1
мундир	s	16.1
напугать	v	16.1
нарезать	v	16.1
обстоять	v	16.1
ответный	a	16.1
писаться	v	16.1
погрузить	v	16.1
пузырь	s	16.1
расходиться	v	16.1
рыбный	a	16.1
связаться	v	16.1
статуя	s	16.1
тысячелетие	s	16.1
удобство	s	16.1
усилить	v	16.1
аллея	s	16
АО	s.PROP	16
бездна	s	16
величество	s	16
ветхий	a	16
вилка	s	16
гул	s	16
иерархия	s	16
Инна	s.PROP	16
Карл	s.PROP	16
кое-кто	spro	16
компетенция	s	16
лунный	a	16
Майя	s.PROP	16
матушка	s	16
молоденький	a	16
напиться	v	16
нелегкий	a	16
неудачный	a	16
ничтожный	a	16
оплатить	v	16
оппонент	s	16
отдаленный	a	16
петух	s	16
пик	s	16
пирамида	s	16
поведать	v	16
покойник	s	16
поручик	s	16
последовательный	a	16
противостояние	s	16
разбирательство	s	16
рожа	s	16
руда	s	16
связка	s	16
так-то	advpro	16
уничтожать	v	16
урегулирование	s	16
фирменный	a	16
фокус	s	16
шить	v	16
экспертный	a	16
Юлия	s.PROP	16
абстрактный	a	15.9
агрессивный	a	15.9
аналог	s	15.9
Владимировна	s.PROP	15.9
вторичный	a	15.9
занавес	s	15.9
запросто	adv	15.9
знаток	s	15.9
кастрюля	s	15.9
коли	conj	15.9
концерн	s	15.9
Леонтьев	s.PROP	15.9
мат	s	15.9
монополия	s	15.9
накануне	adv	15.9
насаждение	s	15.9
оборонный	a	15.9
оборудовать	v	15.9
персональный	a	15.9
показ	s	15.9
пол	num	15.9
портить	v	15.9
послевоенный	a	15.9
продолжительность	s	15.9
проработать	v	15.9
резолюция	s	15.9
Саратов	s.PROP	15.9
снижаться	v	15.9
стимулировать	v	15.9
сходиться	v	15.9
творец	s	15.9
уменьшить	v	15.9
щелкнуть	v	15.9
блаженный	a	15.8
вцепиться	v	15.8
вывезти	v	15.8
глоток	s	15.8
едва	conj	15.8
жадно	adv	15.8
Женька	s.PROP	15.8
жестокость	s	15.8
заключать	v	15.8
колокол	s	15.8
лекарственный	a	15.8
мерседес	s	15.8
овраг	s	15.8
ответчик	s	15.8
племянник	s	15.8
повиснуть	v	15.8
подозрительный	a	15.8
поздороваться	v	15.8
сказочный	a	15.8
столовый	a	15.8
Филипп	s.PROP	15.8
шестнадцать	num	15.8
экскурсия	s	15.8
алюминиевый	a	15.7
барабан	s	15.7
беременность	s	15.7
верхушка	s	15.7
виза	s	15.7
возмещение	s	15.7
ворваться	v	15.7
выстрелить	v	15.7
гибкий	a	15.7
гонщик	s	15.7
гроза	s	15.7
забраться	v	15.7
заданный	a	15.7
занавеска	s	15.7
интенсивность	s	15.7
капитальный	a	15.7
кристалл	s	15.7
металлургический	a	15.7
опять-таки	adv	15.7
орех	s	15.7
отстаивать	v	15.7
песенка	s	15.7
полюс	s	15.7
принцесса	s	15.7
проезд	s	15.7
разложить	v	15.7
русло	s	15.7
скользить	v	15.7
справедливо	adv	15.7
тепловой	a	15.7
утрата	s	15.7
Эдуард	s.PROP	15.7
электричка	s	15.7
администратор	s	15.6
благополучный	a	15.6
будка	s	15.6
верста	s	15.6
граната	s	15.6
да-да	part	15.6
дева	s	15.6
Жуков	s.PROP	15.6
заговор	s	15.6
застрять	v	15.6
Иваныч	s.PROP	15.6
известность	s	15.6
изобрести	v	15.6
интимный	a	15.6
Лина	s.PROP	15.6
материнский	a	15.6
мучительно	adv	15.6
неважно	adv	15.6
незадолго	adv	15.6
ненадолго	adv	15.6
обновление	s	15.6
окрестность	s	15.6
олень	s	15.6
оправдание	s	15.6
оранжевый	a	15.6
отвергнуть	v	15.6
относить	v	15.6
пена	s	15.6
писание	s	15.6
помниться	v	15.6
приближение	s	15.6
приоткрыть	v	15.6
прозвище	s	15.6
прохождение	s	15.6
рыдать	v	15.6
сдаться	v	15.6
слыхать	v	15.6
соленый	a	15.6
стража	s	15.6
теряться	v	15.6
толкование	s	15.6
шок	s	15.6
бухгалтер	s	15.5
ввод	s	15.5
Викторович	s.PROP	15.5
возвратиться	v	15.5
возложить	v	15.5
вплотную	adv	15.5
вытирать	v	15.5
догадка	s	15.5
зенитный	a	15.5
икра	s	15.5
кличка	s	15.5
комментировать	v	15.5
континент	s	15.5
линейный	a	15.5
модификация	s	15.5
напасть	v	15.5
наполовину	adv	15.5
настойчиво	adv	15.5
подписывать	v	15.5
поздравить	v	15.5
покрывать	v	15.5
роскошь	s	15.5
рубка	s	15.5
рыбка	s	15.5
Саня	s.PROP	15.5
сокровище	s	15.5
сработать	v	15.5
твердить	v	15.5
ткнуть	v	15.5
тропинка	s	15.5
трусы	s	15.5
формат	s	15.5
белорусский	a	15.4
биология	s	15.4
босой	a	15.4
Египет	s.PROP	15.4
ежедневный	a	15.4
зам	s	15.4
Иран	s.PROP	15.4
катиться	v	15.4
красавец	s	15.4
кушать	v	15.4
новинка	s	15.4
поднести	v	15.4
помидор	s	15.4
попрощаться	v	15.4
прическа	s	15.4
пустынный	a	15.4
рецензия	s	15.4
рубить	v	15.4
салат	s	15.4
терпеливо	adv	15.4
хоронить	v	15.4
экономия	s	15.4
эстрада	s	15.4
Эфрос	s.PROP	15.4
аппетит	s	15.3
банда	s	15.3
борец	s	15.3
вылезать	v	15.3
интуиция	s	15.3
контур	s	15.3
маневр	s	15.3
мрачно	adv	15.3
мучиться	v	15.3
наткнуться	v	15.3
обрыв	s	15.3
огненный	a	15.3
отделить	v	15.3
отметка	s	15.3
привыкать	v	15.3
проживание	s	15.3
разрез	s	15.3
разрушать	v	15.3
реветь	v	15.3
ревность	s	15.3
